age,annual_income,total_debt,credit_history_years,late_payments,credit_utilization,existing_loans,savings,employment_years,debt_to_income,creditworthy
25,34033.56,10925.19,9.61,1,0.284,2,27594.11,5.77,0.321,1
40,94601.92,15187.98,11.38,2,0.66,0,27263.77,6.42,0.161,1
31,65509.95,27689.34,23.21,3,0.317,3,14534.02,9.04,0.423,0
30,55178.57,14479.13,24.42,2,0.484,2,5405.67,12.0,0.262,1
60,87009.86,606.96,12.31,1,0.185,3,16296.35,23.47,0.007,1
58,36605.16,21910.09,28.44,2,0.236,3,25306.76,5.5,0.599,1
26,40784.99,32500.17,12.49,4,0.485,1,26292.22,8.0,0.797,0
28,32247.99,31697.57,23.27,5,0.214,2,8843.89,6.46,0.983,0
43,40969.14,11288.04,14.77,2,0.138,0,17784.47,24.27,0.276,1
46,61344.54,33230.07,26.98,0,0.405,2,0.0,14.94,0.542,0
63,70866.94,20555.4,27.28,2,0.831,1,25819.4,0.18,0.29,1
32,81151.28,32893.77,3.08,4,0.238,4,4600.29,0.85,0.405,1
46,19856.07,24884.24,28.13,1,0.508,1,23423.06,3.69,1.253,0
33,56219.01,0.0,24.85,4,0.53,2,208.35,4.69,0.0,1
60,35620.38,38960.87,23.84,1,0.257,1,26376.99,19.19,1.094,1
38,55483.68,18621.41,6.43,0,0.193,3,17862.02,5.57,0.336,0
45,111351.6,24921.53,24.25,1,0.211,1,4623.71,24.23,0.224,1
53,66420.96,1871.46,25.58,2,0.307,2,22296.28,15.9,0.028,1
60,79788.23,24063.92,9.03,2,0.52,2,6915.66,17.31,0.302,1
63,103135.21,31235.13,28.59,2,0.17,3,22994.66,5.45,0.303,1
32,84801.88,41223.84,1.97,3,0.66,1,10710.66,14.0,0.486,1
64,50145.88,34804.8,4.92,4,0.363,2,0.0,16.7,0.694,1
56,31931.69,24650.7,16.36,2,0.322,3,2211.01,21.61,0.772,1
24,59336.83,0.0,17.49,0,0.353,1,8835.02,6.0,0.0,1
25,47510.47,19587.27,19.53,2,0.343,2,30418.27,3.14,0.412,1
57,26460.53,10889.89,1.0,2,0.501,1,24813.72,2.41,0.412,1
28,65300.35,20819.73,28.83,1,0.351,3,33486.34,10.0,0.319,1
62,65849.5,3404.09,1.82,1,0.663,3,33843.62,21.65,0.052,1
48,98920.57,15478.0,4.72,1,0.478,3,7582.99,14.59,0.156,1
51,52041.21,11793.8,0.91,1,0.047,1,11738.16,9.15,0.227,1
29,66162.67,11422.0,17.22,2,0.299,3,9064.64,11.0,0.173,1
49,45359.32,11541.17,28.0,1,0.526,1,5941.87,7.64,0.254,1
34,79209.73,16369.74,20.15,1,0.401,3,0.0,5.96,0.207,1
60,57258.41,21434.34,24.77,3,0.559,4,13823.03,12.2,0.374,1
61,34202.98,0.0,0.89,4,0.468,1,0.0,5.4,0.0,0
42,59703.62,0.0,16.49,4,0.457,0,13589.94,12.09,0.0,1
31,68591.5,13935.7,14.06,2,0.221,0,39389.25,13.0,0.203,1
43,65616.01,15626.77,15.22,2,0.547,2,7887.86,20.99,0.238,1
21,83009.73,20269.33,2.63,0,0.332,3,16337.29,3.0,0.244,1
57,28142.76,9267.93,20.69,1,0.213,1,24879.78,20.16,0.329,1
41,41459.66,18113.58,15.35,0,0.075,0,17363.5,8.87,0.437,1
46,74075.32,19518.28,23.07,1,0.441,0,17509.81,20.3,0.263,1
56,44044.08,9185.3,14.82,1,0.46,1,9651.17,23.07,0.209,0
43,65290.37,30161.47,4.91,3,0.325,1,11217.46,23.68,0.462,0
21,15000.0,20123.84,19.62,2,0.599,1,2479.87,3.0,1.342,0
60,119750.82,24563.53,5.59,1,0.351,0,24152.54,5.28,0.205,1
35,54066.19,18826.15,26.24,1,0.082,5,0.0,0.99,0.348,1
41,86267.04,43244.08,18.59,3,0.687,2,25653.06,3.68,0.501,0
29,52588.25,25156.76,5.14,0,0.657,2,0.0,11.0,0.478,1
29,69123.37,12144.08,28.89,6,0.405,1,25551.29,11.0,0.176,1
30,92822.23,27851.6,15.79,2,0.047,1,9754.19,12.0,0.3,1
46,85647.73,0.0,2.65,3,0.519,1,0.0,11.63,0.0,1
61,55501.99,19435.2,18.99,3,0.337,2,20951.58,16.52,0.35,1
55,57024.4,21829.92,7.97,0,0.26,0,25145.21,0.6,0.383,1
45,82078.46,19572.25,24.21,2,0.595,1,8743.06,6.25,0.238,1
46,111331.38,13994.65,24.63,2,0.115,0,22647.33,10.91,0.126,1
31,64230.22,5852.72,29.38,1,0.399,0,0.0,13.0,0.091,1
58,103055.4,8527.84,15.31,2,0.366,3,0.0,4.29,0.083,0
22,54688.88,19224.9,13.92,1,0.099,0,29508.91,4.0,0.352,1
27,80943.13,4637.77,22.73,2,0.453,2,11315.97,9.0,0.057,1
38,84225.43,39242.01,4.41,2,0.327,3,0.0,20.0,0.466,1
47,50980.87,0.0,16.63,4,0.517,2,5613.61,2.45,0.0,0
54,43564.28,14118.75,16.61,1,0.103,2,2919.19,16.99,0.324,1
47,85198.56,19324.68,3.14,2,0.44,0,12008.46,7.33,0.227,1
37,48305.75,24089.05,12.83,2,0.54,3,9550.99,19.0,0.499,1
63,40324.3,7008.9,25.67,2,0.557,0,16147.18,10.05,0.174,1
64,44952.89,31611.54,25.76,3,0.097,1,13166.41,16.63,0.703,0
44,48216.51,1274.03,3.43,3,0.224,2,30316.87,23.36,0.026,1
45,78845.58,11206.46,3.18,0,0.274,2,19094.58,0.52,0.142,1
27,71330.94,25448.97,8.25,2,0.505,1,19492.06,0.28,0.357,1
26,75744.48,30482.26,26.31,2,0.404,1,27981.89,8.0,0.402,1
44,69270.36,1151.98,4.3,3,0.275,0,9334.77,16.16,0.017,1
53,46935.52,49740.44,21.74,3,0.742,4,0.0,7.32,1.06,0
49,75336.26,7230.1,3.48,1,0.138,3,28483.64,12.36,0.096,1
63,86013.98,2253.81,18.88,1,0.269,2,15630.1,1.05,0.026,1
42,72859.07,24032.58,11.0,1,0.469,2,15672.21,4.81,0.33,1
46,69892.43,13820.48,23.77,0,0.468,4,6400.04,10.61,0.198,1
48,43124.8,12047.37,7.39,0,0.517,2,6597.74,20.85,0.279,1
41,64659.98,25147.73,19.36,0,0.37,2,24160.67,11.99,0.389,1
27,41954.69,0.0,7.45,2,0.432,1,25815.87,9.0,0.0,1
37,59471.39,0.0,21.55,5,0.098,2,23405.88,19.0,0.0,1
40,23914.13,10830.92,26.27,4,0.225,1,23515.54,7.72,0.453,1
61,24083.72,30934.82,4.24,2,0.233,3,20828.35,17.52,1.284,1
40,55796.95,11351.34,26.06,3,0.446,4,15578.27,21.54,0.203,1
42,47934.33,37189.88,18.01,2,0.182,2,11895.44,5.07,0.776,1
48,62349.32,32412.18,4.25,0,0.491,2,28523.89,8.91,0.52,1
60,57035.09,21395.35,13.11,0,0.29,0,9515.35,24.5,0.375,1
27,60664.2,22076.69,5.25,1,0.443,0,18439.75,9.0,0.364,0
21,73389.36,21384.03,21.16,2,0.261,0,4351.84,3.0,0.291,1
52,49808.08,19916.61,22.89,1,0.349,3,6088.41,1.66,0.4,1
33,55172.24,13605.1,3.62,1,0.357,2,11166.15,6.77,0.247,1
50,92010.47,14997.75,15.43,0,0.311,2,4352.74,9.94,0.163,1
43,60067.85,5160.48,24.53,2,0.708,0,23574.22,11.03,0.086,1
39,56057.37,0.0,28.12,1,0.53,4,0.0,15.47,0.0,1
52,61815.28,31248.85,15.65,2,0.373,3,15190.76,22.49,0.506,1
50,56449.98,19887.1,28.53,2,0.387,1,15590.1,8.26,0.352,1
49,44389.41,18074.54,16.3,2,0.309,2,0.0,21.25,0.407,1
65,38043.34,22781.39,12.13,1,0.51,2,8707.71,2.34,0.599,1
49,43204.51,8059.23,25.52,0,0.17,3,17068.39,1.05,0.187,1
50,79204.22,5987.25,15.04,1,0.664,0,19144.74,12.6,0.076,1
36,46142.08,14595.78,14.42,0,0.29,0,11548.31,1.49,0.316,1
60,56591.66,34417.18,14.96,4,0.199,1,22122.66,9.81,0.608,1
39,75416.2,3975.11,25.48,2,0.554,5,12688.2,21.0,0.053,0
38,53875.39,0.0,25.04,1,0.097,2,14163.83,6.04,0.0,1
21,73933.95,11743.19,12.4,5,0.706,0,17019.85,3.0,0.159,0
34,26102.55,31712.4,10.33,1,0.287,2,25124.0,7.56,1.215,0
22,57084.63,0.0,15.01,2,0.584,3,5891.38,1.12,0.0,0
48,61735.71,3836.6,17.4,3,0.461,0,8158.14,13.92,0.062,1
50,60509.05,21162.56,7.53,1,0.394,2,5973.24,20.87,0.35,1
58,23635.79,48838.88,23.92,1,0.612,3,10013.63,10.24,2.066,0
24,86468.48,1701.46,14.85,2,0.267,2,31114.81,6.0,0.02,1
21,41197.2,1236.79,10.35,1,0.535,8,20872.7,3.0,0.03,1
28,67370.82,22064.38,3.65,1,0.471,2,426.92,10.0,0.328,0
49,60175.21,32456.09,7.55,2,0.379,1,6794.64,4.85,0.539,1
59,82081.61,10510.82,28.5,0,0.288,1,18473.21,18.33,0.128,1
23,108124.75,0.0,9.5,3,0.06,0,3121.91,5.0,0.0,1
52,31611.98,23204.99,5.48,1,0.35,0,5295.92,18.65,0.734,1
30,45723.89,25378.1,14.09,1,0.513,0,30139.52,12.0,0.555,1
30,64160.03,39343.86,9.56,1,0.339,1,6639.49,3.2,0.613,1
39,35682.23,25883.37,1.54,3,0.389,1,25456.0,14.25,0.725,0
54,77208.02,27936.79,10.03,3,0.173,3,29063.88,12.3,0.362,1
53,78554.2,14854.26,16.55,1,0.076,1,5198.45,12.95,0.189,1
43,72307.88,47298.05,16.78,2,0.282,1,3320.45,21.97,0.654,1
48,65204.8,13222.3,11.02,1,0.537,1,10686.41,22.37,0.203,1
52,90133.59,10656.93,13.7,3,0.412,0,936.47,11.34,0.118,1
27,34576.24,39714.18,28.98,0,0.214,2,15452.41,9.0,1.149,1
49,61435.9,309.15,11.63,3,0.122,4,11532.18,12.88,0.005,1
28,43746.34,0.0,8.12,2,0.651,2,18326.96,10.0,0.0,0
21,79578.16,19434.68,7.68,0,0.349,2,30763.32,3.0,0.244,1
23,19666.49,17979.16,14.0,2,0.391,1,23809.82,5.0,0.914,0
44,59382.15,15265.34,22.91,1,0.533,1,19870.88,6.94,0.257,1
43,67375.25,29927.16,6.58,1,0.039,1,0.0,13.29,0.444,1
28,39155.17,7101.53,21.42,3,0.286,1,19320.51,10.0,0.181,1
57,46223.82,18770.01,1.12,3,0.162,2,34671.53,15.99,0.406,1
23,60338.34,13678.73,12.86,4,0.189,2,0.0,5.0,0.227,1
53,81012.12,7305.38,23.39,3,0.281,2,22272.59,4.44,0.09,1
48,37276.88,17257.92,10.49,0,0.34,5,12087.7,0.84,0.463,0
28,41114.1,28231.15,17.13,1,0.517,4,3802.46,8.45,0.687,1
54,84762.93,43446.82,6.55,1,0.528,5,23613.54,10.69,0.513,1
55,53994.54,24953.03,22.39,2,0.278,3,34516.47,1.55,0.462,1
52,42894.14,0.0,2.04,2,0.477,2,23302.77,20.37,0.0,0
44,76031.07,17542.32,25.65,1,0.27,1,9545.7,8.6,0.231,1
34,49259.67,18597.63,6.35,4,0.608,2,2678.36,16.0,0.378,1
52,82603.27,29234.51,26.29,0,0.525,3,15735.53,3.86,0.354,1
63,45398.15,20217.72,10.9,2,0.15,0,24478.03,1.42,0.445,1
36,56488.92,33037.07,21.82,1,0.374,2,9355.36,12.06,0.585,1
24,80789.38,22700.05,9.92,0,0.156,4,10515.4,4.73,0.281,0
57,55022.26,36705.58,27.22,4,0.441,1,47864.0,23.43,0.667,0
41,76633.17,12735.05,4.24,1,0.874,2,26943.82,0.26,0.166,1
34,58557.95,19732.12,5.77,2,0.241,1,27801.54,10.32,0.337,1
51,103597.22,27919.7,15.04,0,0.405,6,0.0,23.17,0.27,1
38,94513.13,11133.67,2.92,2,0.382,0,5513.74,9.61,0.118,1
27,30781.88,8519.85,6.28,3,0.26,1,14896.18,2.33,0.277,1
30,71489.36,10447.77,28.34,2,0.5,2,1986.35,7.57,0.146,1
27,42039.11,9009.41,29.31,2,0.871,2,33204.77,9.0,0.214,0
53,64213.15,24270.74,11.6,1,0.308,4,30923.75,4.63,0.378,1
43,61504.15,0.0,27.74,2,0.298,0,7597.46,11.66,0.0,1
41,36781.49,0.0,16.57,1,0.668,2,35407.02,20.91,0.0,1
39,83286.66,40352.96,8.46,4,0.33,2,13948.97,21.0,0.485,0
39,64472.66,9298.84,21.22,2,0.452,1,45072.68,1.23,0.144,1
56,53736.97,20400.18,19.94,2,0.14,0,15736.23,4.02,0.38,1
49,50361.58,130.24,29.68,2,0.313,0,20914.31,6.88,0.003,1
38,63075.09,19129.49,8.32,3,0.121,1,30798.84,14.87,0.303,0
22,68974.35,9371.92,20.33,1,0.253,3,29331.6,4.0,0.136,0
21,57250.53,0.0,2.03,4,0.258,3,20128.78,3.0,0.0,0
25,15000.0,34043.05,3.85,1,0.425,0,12306.32,7.0,2.27,0
40,60371.6,32190.79,0.62,0,0.543,2,20169.59,2.51,0.533,1
31,28287.39,16711.74,29.98,1,0.455,2,4205.79,13.0,0.591,1
62,55392.04,29993.03,24.17,0,0.087,1,15825.6,2.83,0.541,1
22,29099.59,40839.51,23.71,1,0.209,2,688.31,4.0,1.403,0
23,28837.05,27048.91,15.54,3,0.307,3,0.0,4.45,0.938,0
43,87172.68,23756.16,9.35,2,0.381,3,14605.12,4.33,0.273,1
32,52957.98,20387.4,4.96,0,0.072,0,29147.33,14.0,0.385,1
40,51273.43,25793.97,8.9,4,0.633,1,25109.66,14.09,0.503,1
25,70615.53,13632.97,11.59,2,0.267,0,13017.05,4.4,0.193,1
57,51847.01,14680.37,22.81,2,0.22,4,34963.88,24.75,0.283,1
58,106283.73,23410.7,16.42,4,0.407,1,7171.26,10.55,0.22,1
50,53993.57,12313.62,2.79,3,0.112,1,0.0,2.43,0.228,0
29,68032.76,13610.4,1.03,1,0.15,2,0.0,3.01,0.2,1
54,81360.71,18002.24,3.52,3,0.377,1,0.0,14.6,0.221,1
64,95249.57,31807.29,12.61,3,0.371,1,23799.5,24.48,0.334,1
55,43675.87,4408.03,28.03,1,0.592,3,6382.37,14.3,0.101,1
42,50804.8,27110.14,19.3,0,0.107,2,19531.5,23.73,0.534,1
64,88041.02,27501.56,24.15,2,0.662,5,33755.4,11.1,0.312,1
44,77821.37,27429.74,14.26,4,0.353,1,798.84,10.9,0.352,1
37,83653.87,8319.04,11.17,0,0.264,2,19742.0,12.5,0.099,1
30,29888.5,0.0,3.7,2,0.341,0,20467.56,12.0,0.0,1
50,94055.99,24716.41,26.34,4,0.715,5,3671.14,9.19,0.263,1
43,43249.03,20250.47,23.6,3,0.324,1,30250.53,21.6,0.468,1
52,64230.45,30052.52,5.46,2,0.465,1,10547.52,0.73,0.468,0
37,56739.1,9593.56,15.61,5,0.158,1,9394.96,10.99,0.169,0
37,40673.38,27121.42,14.88,1,0.282,3,39339.36,12.77,0.667,1
34,28924.21,30652.95,18.94,1,0.557,3,20273.2,15.18,1.06,0
29,21635.34,16856.28,28.41,1,0.242,1,25103.49,6.9,0.779,1
60,62618.4,23003.15,17.6,1,0.53,1,30258.72,10.69,0.367,1
22,26442.98,22583.6,16.44,1,0.324,0,6194.31,4.0,0.854,0
65,35056.06,8142.37,1.98,0,0.743,5,28997.85,17.17,0.232,1
45,55203.21,24373.16,2.36,2,0.699,0,7977.27,19.34,0.442,1
59,15000.0,37469.98,6.03,2,0.464,1,7464.52,18.45,2.498,0
29,77137.55,18266.45,1.46,1,0.156,2,10736.0,8.54,0.237,1
42,15000.0,468.9,22.43,3,0.079,2,6535.22,24.0,0.031,1
63,58297.81,9753.28,21.84,2,0.131,4,23865.88,21.22,0.167,1
24,60330.42,0.0,4.51,3,0.257,1,17206.53,6.0,0.0,1
46,71837.36,33483.13,25.16,3,0.55,3,8105.31,4.88,0.466,1
49,59083.02,27169.26,5.07,0,0.202,0,22094.06,7.85,0.46,1
65,104393.98,11983.57,9.38,1,0.444,2,10697.81,11.31,0.115,1
54,64758.97,983.28,7.84,4,0.279,1,10063.16,21.27,0.015,1
43,83179.47,8000.46,11.48,1,0.43,1,14584.21,19.46,0.096,1
57,44083.82,10340.68,8.01,2,0.394,1,19561.52,21.28,0.235,1
31,62656.65,19312.89,14.92,3,0.267,5,18678.17,6.8,0.308,1
26,94046.54,18909.11,12.52,1,0.106,1,9641.01,8.0,0.201,1
38,54770.71,34097.18,29.6,1,0.296,3,24165.33,7.08,0.623,1
41,64229.16,9686.94,2.15,4,0.432,3,11331.27,2.73,0.151,0
62,81578.78,0.0,4.69,5,0.309,1,6140.19,17.1,0.0,1
56,43670.95,4116.26,2.06,1,0.189,2,0.0,3.57,0.094,1
61,15000.0,17723.7,18.96,1,0.271,3,25798.14,16.69,1.182,1
58,65622.62,9255.86,2.11,5,0.688,0,14148.68,16.2,0.141,0
54,81750.72,14495.9,25.17,0,0.448,0,16530.47,20.26,0.177,1
37,30268.19,12551.6,15.6,2,0.345,1,26549.63,3.49,0.415,0
57,74744.84,29882.86,16.05,1,0.147,3,8271.13,19.59,0.4,1
45,74893.26,10956.41,17.07,2,0.508,0,0.0,24.98,0.146,1
58,15000.0,13471.9,5.54,2,0.541,1,14837.37,21.28,0.898,0
32,39401.65,26607.4,6.33,1,0.563,0,17695.54,14.0,0.675,1
43,51291.77,11220.22,9.91,3,0.326,5,10845.81,16.55,0.219,1
62,56048.27,23078.55,18.01,2,0.757,2,31684.85,10.54,0.412,1
42,43651.05,21977.82,6.7,2,0.502,1,0.0,18.26,0.503,0
41,42465.94,19701.19,3.93,1,0.249,6,27440.68,18.1,0.464,1
47,96772.62,4387.24,29.12,1,0.221,2,23493.84,15.79,0.045,1
51,57633.7,32757.29,1.15,0,0.296,1,19481.25,19.91,0.568,1
26,44709.04,44648.21,24.18,2,0.312,3,0.0,8.0,0.999,1
47,59094.27,18105.94,23.75,1,0.214,3,29406.67,3.03,0.306,1
60,71816.0,5443.74,9.27,4,0.612,2,1682.79,13.98,0.076,0
54,61135.78,18349.23,4.5,3,0.209,2,7907.7,6.63,0.3,1
32,55473.99,29878.32,4.8,2,0.395,0,11952.89,9.61,0.539,1
65,45699.63,10617.75,21.07,0,0.516,2,18889.02,0.44,0.232,1
27,45433.12,16453.21,19.46,2,0.323,2,21673.14,9.0,0.362,1
30,46848.22,22087.85,23.59,2,0.41,2,24714.09,12.0,0.471,1
65,67453.92,32436.57,28.16,4,0.597,3,23790.24,13.57,0.481,1
37,38128.04,27305.08,20.91,1,0.094,1,17035.13,0.25,0.716,1
46,68651.92,27802.42,5.1,1,0.228,1,18991.07,11.75,0.405,1
41,91085.88,12884.78,7.68,2,0.619,1,910.96,7.29,0.141,1
48,67165.56,22823.03,25.34,6,0.06,2,4987.68,11.94,0.34,1
22,51869.12,9336.44,6.67,1,0.526,2,24745.52,4.0,0.18,1
63,31441.21,28146.31,2.64,0,0.793,1,24046.51,23.3,0.895,0
21,94718.35,31814.64,21.25,1,0.088,0,22685.59,1.03,0.336,1
56,34259.61,24640.36,12.37,1,0.218,2,7827.0,17.09,0.719,1
46,78668.36,13591.07,27.64,0,0.61,0,24925.91,21.28,0.173,1
49,74047.39,15555.27,19.68,1,0.238,0,65.07,23.98,0.21,1
41,54791.09,39678.19,3.17,1,0.289,3,26928.32,4.44,0.724,1
31,54214.47,13791.47,28.46,4,0.492,0,10869.55,13.0,0.254,1
60,19614.35,30599.93,8.13,5,0.349,1,34210.04,1.09,1.56,0
31,67261.43,22066.7,10.45,1,0.225,1,0.0,12.48,0.328,1
56,73638.38,13990.36,12.37,0,0.328,3,35160.85,3.14,0.19,1
59,36040.24,1864.21,2.01,1,0.126,1,9662.43,20.95,0.052,1
60,56571.93,20539.2,15.15,1,0.073,2,9446.25,2.85,0.363,1
55,60832.96,19093.21,4.14,2,0.407,1,16338.07,12.83,0.314,1
54,72860.6,39678.42,12.33,0,0.315,2,5635.05,13.03,0.545,1
44,60083.67,7677.69,10.85,5,0.088,0,13132.05,24.29,0.128,1
42,24220.97,45537.22,23.3,2,0.22,1,5148.48,16.37,1.88,0
25,48341.37,22545.73,24.19,2,0.164,1,5587.24,7.0,0.466,1
53,64941.77,22533.95,5.03,1,0.587,1,19842.63,6.02,0.347,0
56,78513.62,10883.13,11.31,1,0.12,6,3181.21,3.21,0.139,1
40,46411.99,21776.48,11.51,0,0.512,2,4781.67,18.91,0.469,1
39,108128.3,23676.61,4.97,4,0.316,1,0.0,17.27,0.219,1
55,18321.59,29247.93,24.05,3,0.403,2,7952.83,15.25,1.596,0
63,47598.6,6260.13,21.36,2,0.422,4,29739.22,1.02,0.132,1
37,58173.26,34881.37,6.12,1,0.243,2,3848.8,19.0,0.6,0
65,55583.52,22336.99,11.32,4,0.696,2,5220.4,16.05,0.402,1
63,32892.87,25298.75,3.62,0,0.272,2,16327.06,24.1,0.769,1
54,69852.96,15348.69,19.03,3,0.361,1,9550.44,14.68,0.22,1
29,68164.07,6862.29,4.08,1,0.172,1,40737.85,7.6,0.101,1
46,61055.15,18872.7,29.59,0,0.474,0,12049.66,9.54,0.309,1
22,67300.56,20247.55,23.53,3,0.097,1,18022.62,4.0,0.301,1
29,50676.92,1374.86,12.01,2,0.329,1,25325.23,11.0,0.027,1
29,24418.02,27519.42,17.57,1,0.351,0,25094.93,11.0,1.127,1
60,44233.92,29958.3,27.38,3,0.256,3,16799.45,5.02,0.677,1
37,63455.2,9244.02,16.85,1,0.419,2,12066.47,3.96,0.146,1
21,63580.38,5728.98,5.65,1,0.597,4,38288.34,1.93,0.09,1
45,60910.34,14364.46,11.67,1,0.023,0,12802.88,22.8,0.236,1
63,72071.58,18286.74,25.37,0,0.416,0,8699.72,5.83,0.254,1
60,47214.79,14829.95,19.5,2,0.525,2,6249.81,8.6,0.314,1
62,60586.98,17268.99,19.7,1,0.148,1,0.0,7.01,0.285,1
45,72586.04,20657.73,26.07,1,0.357,3,23859.39,10.34,0.285,0
59,58132.42,1580.77,26.87,1,0.235,2,0.0,17.85,0.027,1
55,32646.87,2960.45,27.63,2,0.577,0,13931.33,21.76,0.091,1
23,38847.26,0.0,3.3,0,0.236,2,11541.67,4.56,0.0,1
57,78278.75,29310.54,16.55,4,0.43,2,40879.58,17.16,0.374,1
64,90634.39,18182.72,22.35,2,0.387,1,0.0,8.81,0.201,1
64,85856.23,30574.21,22.83,1,0.441,0,3186.76,24.51,0.356,1
50,65107.43,4347.14,18.4,0,0.481,0,12366.84,7.47,0.067,1
58,33531.08,18292.89,5.42,0,0.368,2,11629.65,0.18,0.546,0
54,59860.27,20577.92,24.02,3,0.415,2,7405.46,12.89,0.344,1
32,94369.61,11258.61,21.74,3,0.52,4,13028.15,3.77,0.119,1
39,73606.74,0.0,3.04,4,0.461,1,0.0,1.11,0.0,1
57,55435.49,38950.46,14.18,2,0.576,2,18286.31,17.46,0.703,0
64,73829.76,34791.4,5.63,0,0.154,2,0.0,18.31,0.471,1
37,32073.31,13416.81,10.46,2,0.428,0,13690.77,11.52,0.418,1
30,44695.23,24122.73,1.03,3,0.196,2,6795.72,12.0,0.54,0
32,36147.79,12182.51,12.31,2,0.551,0,26195.46,13.46,0.337,1
36,70330.58,6055.16,16.72,1,0.182,1,35063.73,15.75,0.086,1
44,75710.28,39927.14,18.78,1,0.595,0,10027.37,14.92,0.527,0
39,56615.83,0.0,20.07,2,0.38,3,30688.71,16.65,0.0,1
28,40795.55,14573.96,25.17,0,0.582,3,10206.6,4.99,0.357,1
51,59565.52,19011.89,6.86,1,0.68,3,2406.48,6.72,0.319,1
41,49295.24,37814.84,4.05,1,0.36,4,34950.84,11.0,0.767,1
37,42484.24,28759.06,25.62,3,0.325,0,20249.32,11.15,0.677,0
43,67457.86,0.0,5.12,2,0.434,0,14053.26,19.36,0.0,0
57,43324.17,17967.0,29.26,2,0.405,1,22246.13,9.18,0.415,1
36,25540.31,18252.72,25.35,2,0.354,2,17290.58,4.06,0.715,1
26,30429.48,15259.94,15.28,0,0.591,1,13169.37,6.29,0.501,0
28,24728.27,25437.71,29.45,2,0.555,3,0.0,5.37,1.029,1
45,65445.26,1090.72,3.37,3,0.162,0,10753.56,18.29,0.017,1
38,63308.92,13096.37,9.44,1,0.591,2,21479.07,11.76,0.207,1
45,62211.44,23745.82,19.33,1,0.058,2,12526.74,17.72,0.382,1
32,72930.1,26154.91,10.83,1,0.241,0,24827.91,10.41,0.359,1
35,86223.09,19793.03,27.89,1,0.443,1,18603.86,17.0,0.23,1
46,46970.14,14539.29,2.44,1,0.168,1,3462.36,24.59,0.31,1
61,68942.5,16560.7,16.71,1,0.395,0,0.0,16.75,0.24,1
65,25248.46,26884.89,17.93,3,0.547,1,12113.86,21.6,1.065,1
46,90331.61,18406.81,19.76,4,0.574,2,7709.26,12.7,0.204,1
52,32613.71,5497.83,8.04,1,0.353,1,18035.86,23.37,0.169,1
30,44378.22,3198.03,11.25,3,0.413,2,5382.35,12.0,0.072,1
36,46850.39,124.35,25.39,0,0.708,3,6615.29,18.0,0.003,1
27,26422.04,35466.97,6.25,3,0.211,0,26636.84,9.0,1.342,1
37,60716.66,27689.54,24.89,1,0.46,3,15778.44,19.0,0.456,1
43,64705.89,16722.15,17.1,2,0.284,0,5567.28,13.57,0.258,0
46,55832.9,12554.49,22.98,3,0.459,2,14211.7,6.48,0.225,1
41,26114.55,11112.84,21.55,2,0.684,0,30546.93,8.87,0.426,1
42,103634.5,31118.85,6.62,1,0.194,2,17525.44,22.35,0.3,1
27,72083.08,40853.2,17.28,1,0.296,2,21115.41,1.4,0.567,1
34,117952.88,10735.28,26.1,1,0.331,4,4973.19,14.79,0.091,1
35,42287.6,31660.99,13.25,2,0.17,3,26317.03,9.31,0.749,1
27,81073.41,18336.15,29.01,2,0.097,2,41817.23,9.0,0.226,1
29,77144.03,15450.85,13.84,2,0.584,0,4502.39,11.0,0.2,1
28,53607.35,36050.57,4.71,3,0.339,2,0.0,10.0,0.672,1
43,91043.12,17878.01,11.99,5,0.624,3,16106.51,14.97,0.196,1
49,51080.98,21556.37,28.58,2,0.485,1,24506.06,6.82,0.422,1
38,52060.39,20979.29,9.93,2,0.213,1,12903.32,11.89,0.403,1
51,15000.0,0.0,26.11,1,0.223,2,1361.52,10.21,0.0,1
50,68998.62,21460.93,26.5,4,0.281,1,12696.99,8.84,0.311,1
59,30838.78,11247.7,10.83,2,0.268,2,21177.11,2.57,0.365,1
55,47884.13,946.16,2.96,2,0.416,0,9115.62,13.58,0.02,1
38,37423.17,11794.36,21.87,0,0.078,0,21287.06,7.55,0.315,0
62,51942.91,11695.33,9.69,1,0.456,1,27976.53,16.52,0.225,1
59,69765.37,30358.59,23.6,1,0.749,0,16882.77,7.98,0.435,1
37,60245.11,5234.52,13.56,1,0.546,1,13664.63,10.78,0.087,1
34,75612.11,8521.83,14.82,2,0.46,0,23952.13,1.31,0.113,1
51,87843.85,20824.66,23.45,3,0.168,1,3726.79,24.81,0.237,1
44,51886.49,2090.47,11.78,3,0.383,2,2543.48,12.69,0.04,1
55,49471.52,10091.92,13.57,4,0.419,3,10801.13,0.61,0.204,1
64,81070.01,0.0,11.6,3,0.425,1,8097.45,13.53,0.0,1
65,82815.04,29040.14,11.34,1,0.537,3,4359.9,21.76,0.351,1
54,76293.0,14383.64,16.02,3,0.394,0,35965.62,19.31,0.189,1
23,39052.07,17808.99,24.36,1,0.641,3,40063.92,5.0,0.456,0
57,69298.41,28992.12,11.17,1,0.79,2,9755.54,3.49,0.418,1
63,62408.35,9332.77,15.97,1,0.623,1,15100.63,16.44,0.15,1
60,83155.64,14256.16,20.29,1,0.276,3,11745.89,19.16,0.171,1
46,47396.81,5324.06,8.45,1,0.274,3,27289.99,14.31,0.112,1
43,23334.57,5297.96,8.69,4,0.688,2,29667.75,22.32,0.227,0
